,Han Solo,Luke Skywalker,Princess Leia Organa,Anakin Skywalker,Obi Wan Kenobi,Emperor Palpatine,Darth Vader,Lando Calrissian,Boba Fett,C-3P0,R2 D2,Jar Jar Binks,Padme Amidala,Yoda
3290676695,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably
3290674534,,,,,,,,,,,,,,
3290667297,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),,,,,,,,,,
3290664543,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably
3290664463,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably
3290664069,,,,,,,,,,,,,,
3290662118,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably
3290661650,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably
3290661587,,,,,,,,,,,,,,
3290661135,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably
3290659818,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably
3290659314,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably
3290655784,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably
3290654597,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably
3290652558,,,,,,,,,,,,,,
3290651085,,,,,,,,,,,,,,
3290650590,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat unfavorably,Very unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably
3290644326,,,,,,,,,,,,,,
3290640323,Very favorably,Very favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably
3290638529,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral)
3290634681,,,,,,,,,,,,,,
3290631608,,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably
3290630470,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably
3290630282,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably
3290628419,,,,,,,,,,,,,,
3290627850,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably
3290627681,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably
3290626609,,,,,,,,,,,,,,
3290625814,,,,,,,,,,,,,,
3290624447,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably
3290620991,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably
3290617461,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably
3290611875,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably
3290611716,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very unfavorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral)
3290602490,,,,,,,,,,,,,,
3290601892,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably
3290601518,,,,,,,,,,,,,,
3290600680,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably
3290600559,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably
3290600057,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably
3290598307,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably
3290597099,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably
3290593953,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably
3290582716,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),,Somewhat favorably
3290572568,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral)
3290572073,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably
3290569001,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably
3290568339,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Somewhat favorably,Very favorably
3290565779,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably
3290565768,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably
3290565487,,,,,,,,,,,,,,
3290561583,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably
3290561192,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably
3290555153,,,,,,,,,,,,,,
3290553558,,,,,,,,,,,,,,
3290552963,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably
3290551809,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably
3290547819,,,,,,,,,,,,,,
3290544886,,,,,,,,,,,,,,
3290544865,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,
3290544012,,,,,,,,,,,,,,
3290539653,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably
3290538433,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably
3290536294,,,,,,,,,,,,,,
3290532429,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably
3290531735,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably
3290526356,,,,,,,,,,,,,,
3290525782,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,,Very favorably
